ShengShi8*11220006*Id807035.MFA_T0_A*DLa_DLp@ShengShi8@Id807035.MFA@26102,DLa_DLp@ShengShi8@Id807035.MFA@26102,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLa_ZZOI@ShengShi8@Id807035.MFA@26104,DLa_ZZOI@ShengShi8@Id807035.MFA@26104,Trader
ShengShi8*11220006*Id807035.MFA_T0_A*DLcs_DLy@ShengShi8@Id807035.MFA@26106,DLcs_DLy@ShengShi8@Id807035.MFA@26106,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1,CnCom.Id807045.IhIfIcIdxL1,Strategy
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60506,CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60506,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60504,CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60504,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60501,CSI300_IdxCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60501,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60511,SSE50_IdxSse50@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60511,Trader
ShengShi8*11220006*Id807035.MFA_T0_C,Id807035.MFA_T0_C,Strategy
ShengShi8*11220006*Id807035.MFA_T0_C*DLl_ZZTA@ShengShi8@Id807035.MFA@26304,DLl_ZZTA@ShengShi8@Id807035.MFA@26304,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZMA_SQru@ShengShi8@Id807035.MFA@26315,ZZMA_SQru@ShengShi8@Id807035.MFA@26315,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_ZZMA@ShengShi8@Id807035.MFA@26311,DLv_ZZMA@ShengShi8@Id807035.MFA@26311,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZTA_SQru@ShengShi8@Id807035.MFA@26317,ZZTA_SQru@ShengShi8@Id807035.MFA@26317,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZTA_SQbu@ShengShi8@Id807035.MFA@26316,ZZTA_SQbu@ShengShi8@Id807035.MFA@26316,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLl_SQru@ShengShi8@Id807035.MFA@26303,DLl_SQru@ShengShi8@Id807035.MFA@26303,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZTA_ZZMA@ShengShi8@Id807035.MFA@26318,ZZTA_ZZMA@ShengShi8@Id807035.MFA@26318,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZMA_SQbu@ShengShi8@Id807035.MFA@26314,ZZMA_SQbu@ShengShi8@Id807035.MFA@26314,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_SQbu@ShengShi8@Id807035.MFA@26309,DLv_SQbu@ShengShi8@Id807035.MFA@26309,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLpp_SQru@ShengShi8@Id807035.MFA@26306,DLpp_SQru@ShengShi8@Id807035.MFA@26306,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_DLpp@ShengShi8@Id807035.MFA@26308,DLv_DLpp@ShengShi8@Id807035.MFA@26308,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLpp_ZZTA@ShengShi8@Id807035.MFA@26307,DLpp_ZZTA@ShengShi8@Id807035.MFA@26307,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_SQru@ShengShi8@Id807035.MFA@26310,DLv_SQru@ShengShi8@Id807035.MFA@26310,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_ZZTA@ShengShi8@Id807035.MFA@26312,DLv_ZZTA@ShengShi8@Id807035.MFA@26312,Trader
