QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQsn_LmeCA@QiuShi1@Cn.Id807012.CnLmeAllL1N@26812,SQsn_LmeCA@QiuShi1@Cn.Id807012.CnLmeAllL1N@26812,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQpb_LmePB@QiuShi1@Cn.Id807012.CnLmeAllL1N@26809,SQpb_LmePB@QiuShi1@Cn.Id807012.CnLmeAllL1N@26809,Trader
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1N,CnCom.Id807045.ScBrn3_V5L1N,Strategy
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1N*SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29902,SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29902,Trader
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1N*SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29903,SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29903,Trader
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1N*SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29901,SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1N@29901,Trader
QiuShi1*11220005*CnCom.Id807012.ScCalAll,CnCom.Id807012.ScCalAll,Strategy
QiuShi1*11220005*CnCom.Id807012.ScCalAll*SQsc@QiuShi1@CnCom.Id807012.ScCalAll@30601,SQsc@QiuShi1@CnCom.Id807012.ScCalAll@30601,Trader
QiuShi1*11220005*CnCom.Id807012.ScCalAll*SQsc@QiuShi1@CnCom.Id807012.ScCalAll@30602,SQsc@QiuShi1@CnCom.Id807012.ScCalAll@30602,Trader
QiuShi1*11220005*CnCom.Id807045.ScCl_V5L1N,CnCom.Id807045.ScCl_V5L1N,Strategy
QiuShi1*11220005*CnCom.Id807045.ScCl_V5L1N*SQsc_CL@QiuShi1@CnCom.Id807045.ScCl_V5L1N@29603,SQsc_CL@QiuShi1@CnCom.Id807045.ScCl_V5L1N@29603,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSF2L1,CnCom.Id807012.ComQSF2L1,Strategy
QiuShi1*11220005*CnCom.Id807012.ComQSF2L1*ZZRM_DLm@QiuShi1@CnCom.Id807012.ComQSF2L1@61104,ZZRM_DLm@QiuShi1@CnCom.Id807012.ComQSF2L1@61104,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSF2L1*DLm_ZZRM@QiuShi1@CnCom.Id807012.ComQSF2L1@61101,DLm_ZZRM@QiuShi1@CnCom.Id807012.ComQSF2L1@61101,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
QiuShi1*11220005*CnCom.Id807035.CnOil_All,CnCom.Id807035.CnOil_All,Strategy
QiuShi1*11220005*CnCom.Id807035.CnOil_All*SQsc_SQbu@QiuShi1@CnCom.Id807035.CnOil_All@28303,SQsc_SQbu@QiuShi1@CnCom.Id807035.CnOil_All@28303,Trader
QiuShi1*11220005*Cn.Id807045.VsBrnL1,Cn.Id807045.VsBrnL1,Strategy
QiuShi1*11220005*Cn.Id807045.VsBrnL1*SQfu_BRN@QiuShi1@Cn.Id807045.VsBrnL1@26909,SQfu_BRN@QiuShi1@Cn.Id807045.VsBrnL1@26909,Trader
QiuShi1*11220005*CnCom.Id807012.CnOilSL1N,CnCom.Id807012.CnOilSL1N,Strategy
QiuShi1*11220005*CnCom.Id807012.CnOilSL1N*SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@28515,SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@28515,Trader
QiuShi1*11220005*CnCom.Id807012.CnOilSL1N*SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@59719,SQsc_BRN@QiuShi1@CnCom.Id807012.CnOilSL1N@59719,Trader
QiuShi1*11220005*CnCom.Id807012.ScCalAllN,CnCom.Id807012.ScCalAllN,Strategy
QiuShi1*11220005*CnCom.Id807012.ScCalAllN*SQsc@QiuShi1@CnCom.Id807012.ScCalAllN@30602,SQsc@QiuShi1@CnCom.Id807012.ScCalAllN@30602,Trader
QiuShi1*11220005*CnCom.Id807012.ScCalAllN*SQsc@QiuShi1@CnCom.Id807012.ScCalAllN@30601,SQsc@QiuShi1@CnCom.Id807012.ScCalAllN@30601,Trader
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1,CnCom.Id807045.ScBrn3_V5L1,Strategy
QiuShi1*11220005*CnCom.Id807045.ScBrn3_V5L1*SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1@29901,SQsc_BRN@QiuShi1@CnCom.Id807045.ScBrn3_V5L1@29901,Trader
QiuShi1*819068,819068,Account
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1,CnCom.Id807045.MFA_V6_All_L1,Strategy
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*ZZSM_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27173,ZZSM_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27173,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*ZZOI_DLy@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27159,ZZOI_DLy@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27159,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*SQsn_SQni@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27150,SQsn_SQni@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27150,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*ZZMA_DLpp@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27154,ZZMA_DLpp@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27154,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*DLl_ZZMA@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27122,DLl_ZZMA@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27122,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*DLpp_DLl@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27123,DLpp_DLl@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27123,Trader
QiuShi1*819068*CnCom.Id807045.MFA_V6_All_L1*DLjm_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27115,DLjm_ZZTC@QiuShi1@CnCom.Id807045.MFA_V6_All_L1@27115,Trader
QiuShi1*819068*CnCom.Id007969.IntraSC,CnCom.Id007969.IntraSC,Strategy
QiuShi1*819068*CnCom.Id007969.IntraSC*SQsc@QiuShi1@CnCom.Id007969.IntraSC@28401,SQsc@QiuShi1@CnCom.Id007969.IntraSC@28401,Trader
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1N,CnCom.Id807012.CnC2Oil_L1N,Strategy
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1N*ZZFG_CL@QiuShi1@CnCom.Id807012.CnC2Oil_L1N@59705,ZZFG_CL@QiuShi1@CnCom.Id807012.CnC2Oil_L1N@59705,Trader
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1N*ZZTA_BZ@QiuShi1@CnCom.Id807012.CnC2Oil_L1N@59708,ZZTA_BZ@QiuShi1@CnCom.Id807012.CnC2Oil_L1N@59708,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1,CnCom.Id807045.V6E0_All_L1,Strategy
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*DLjm_ZZTC@QiuShi1@CnCom.Id807045.V6E0_All_L1@27211,DLjm_ZZTC@QiuShi1@CnCom.Id807045.V6E0_All_L1@27211,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*ZZMA_DLpp@QiuShi1@CnCom.Id807045.V6E0_All_L1@27249,ZZMA_DLpp@QiuShi1@CnCom.Id807045.V6E0_All_L1@27249,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*SQsn_SQni@QiuShi1@CnCom.Id807045.V6E0_All_L1@27242,SQsn_SQni@QiuShi1@CnCom.Id807045.V6E0_All_L1@27242,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*ZZMA_DLl@QiuShi1@CnCom.Id807045.V6E0_All_L1@27248,ZZMA_DLl@QiuShi1@CnCom.Id807045.V6E0_All_L1@27248,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*SQsn_SQzn@QiuShi1@CnCom.Id807045.V6E0_All_L1@27243,SQsn_SQzn@QiuShi1@CnCom.Id807045.V6E0_All_L1@27243,Trader
QiuShi1*819068*CnCom.Id807045.V6E0_All_L1*ZZOI_DLy@QiuShi1@CnCom.Id807045.V6E0_All_L1@27253,ZZOI_DLy@QiuShi1@CnCom.Id807045.V6E0_All_L1@27253,Trader
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1,CnCom.Id807012.CnC2Oil_L1,Strategy
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1*ZZFG_BZ@QiuShi1@CnCom.Id807012.CnC2Oil_L1@59511,ZZFG_BZ@QiuShi1@CnCom.Id807012.CnC2Oil_L1@59511,Trader
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1*DLl_BRN@QiuShi1@CnCom.Id807012.CnC2Oil_L1@59501,DLl_BRN@QiuShi1@CnCom.Id807012.CnC2Oil_L1@59501,Trader
QiuShi1*819068*CnCom.Id807012.CnC2Oil_L1*DLl_CL@QiuShi1@CnCom.Id807012.CnC2Oil_L1@59505,DLl_CL@QiuShi1@CnCom.Id807012.CnC2Oil_L1@59505,Trader
QiuShi1*11220005 - 819068,11220005 - 819068,Account
QiuShi1*11220005 - 819068*CnCom.Id007929.T2N_FuSc,CnCom.Id007929.T2N_FuSc,Strategy
QiuShi1*11220005 - 819068*CnCom.Id007929.T2N_FuSc*SQfu_SQsc@QiuShi1@CnCom.Id007929.T2N_FuSc@28201,SQfu_SQsc@QiuShi1@CnCom.Id007929.T2N_FuSc@28201,Trader
QiuShi1*11220005 - 819068*Cn.Id807015.MFA_CnComV6,Cn.Id807015.MFA_CnComV6,Strategy
QiuShi1*11220005 - 819068*Cn.Id807015.MFA_CnComV6*DLl_DLpp@QiuShi1@Cn.Id807015.MFA_CnComV6@29403,DLl_DLpp@QiuShi1@Cn.Id807015.MFA_CnComV6@29403,Trader
ShengShi8,ShengShi8,Fund
ShengShi8*11220006,11220006,Account
ShengShi8*11220006*CnCom.Id807035.CalArbAll2,CnCom.Id807035.CalArbAll2,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58620,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58620,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58610,DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58610,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*ZZRM@ShengShi8@CnCom.Id807035.CalArbAll2@58621,ZZRM@ShengShi8@CnCom.Id807035.CalArbAll2@58621,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLl@ShengShi8@CnCom.Id807035.CalArbAll2@58609,DLl@ShengShi8@CnCom.Id807035.CalArbAll2@58609,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58613,DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58613,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLjd@ShengShi8@CnCom.Id807035.CalArbAll2@58604,DLjd@ShengShi8@CnCom.Id807035.CalArbAll2@58604,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58606,DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58606,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58612,DLp@ShengShi8@CnCom.Id807035.CalArbAll2@58612,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58615,DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58615,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58619,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2@58619,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58607,DLj@ShengShi8@CnCom.Id807035.CalArbAll2@58607,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58611,DLm@ShengShi8@CnCom.Id807035.CalArbAll2@58611,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*ZZRM@ShengShi8@CnCom.Id807035.CalArbAll2@58622,ZZRM@ShengShi8@CnCom.Id807035.CalArbAll2@58622,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2*DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58614,DLy@ShengShi8@CnCom.Id807035.CalArbAll2@58614,Trader
ShengShi8*11220006*Id807035.MFA_T0_M,Id807035.MFA_T0_M,Strategy
ShengShi8*11220006*Id807035.MFA_T0_M*SQzn_SQni@ShengShi8@Id807035.MFA@26410,SQzn_SQni@ShengShi8@Id807035.MFA@26410,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQag_SQau2@ShengShi8@Id807035.MFA@26401,SQag_SQau2@ShengShi8@Id807035.MFA@26401,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQal_SQni@ShengShi8@Id807035.MFA@26402,SQal_SQni@ShengShi8@Id807035.MFA@26402,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQal_SQzn@ShengShi8@Id807035.MFA@26404,SQal_SQzn@ShengShi8@Id807035.MFA@26404,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQrb_SQhc@ShengShi8@Id807035.MFA@26409,SQrb_SQhc@ShengShi8@Id807035.MFA@26409,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQcu_SQni@ShengShi8@Id807035.MFA@26406,SQcu_SQni@ShengShi8@Id807035.MFA@26406,Trader
ShengShi8*11220006*Id807035.MFA_T0_M*SQcu_SQsn@ShengShi8@Id807035.MFA@26407,SQcu_SQsn@ShengShi8@Id807035.MFA@26407,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1,CnCom.Id807045.IhIfIcIdxL1,Strategy
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60501,CSI300_IdxCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60501,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60511,SSE50_IdxSse50@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60511,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60504,CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60504,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60506,CSI300_IdxsCsi300@ShengShi8@CnCom.Id807045.IhIfIcIdxL1@60506,Trader
ShengShi8*11220006*Id807046.TtTf_All_V8L1,Id807046.TtTf_All_V8L1,Strategy
ShengShi8*11220006*Id807046.TtTf_All_V8L1*TF_TT@ShengShi8@Id807046.TtTf_All_V8L1@58201,TF_TT@ShengShi8@Id807046.TtTf_All_V8L1@58201,Trader
ShengShi8*11220006*Id807046.TtTf_All_V8L1*TT_TF@ShengShi8@Id807046.TtTf_All_V8L1@58202,TT_TF@ShengShi8@Id807046.TtTf_All_V8L1@58202,Trader
ShengShi8*11220006*Id807035.MFA_T0_C,Id807035.MFA_T0_C,Strategy
ShengShi8*11220006*Id807035.MFA_T0_C*ZZTA_SQbu@ShengShi8@Id807035.MFA@26316,ZZTA_SQbu@ShengShi8@Id807035.MFA@26316,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_ZZMA@ShengShi8@Id807035.MFA@26311,DLv_ZZMA@ShengShi8@Id807035.MFA@26311,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZTA_SQru@ShengShi8@Id807035.MFA@26317,ZZTA_SQru@ShengShi8@Id807035.MFA@26317,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLpp_SQru@ShengShi8@Id807035.MFA@26306,DLpp_SQru@ShengShi8@Id807035.MFA@26306,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_DLpp@ShengShi8@Id807035.MFA@26308,DLv_DLpp@ShengShi8@Id807035.MFA@26308,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZTA_ZZMA@ShengShi8@Id807035.MFA@26318,ZZTA_ZZMA@ShengShi8@Id807035.MFA@26318,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLpp_ZZTA@ShengShi8@Id807035.MFA@26307,DLpp_ZZTA@ShengShi8@Id807035.MFA@26307,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLl_ZZTA@ShengShi8@Id807035.MFA@26304,DLl_ZZTA@ShengShi8@Id807035.MFA@26304,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZMA_SQbu@ShengShi8@Id807035.MFA@26314,ZZMA_SQbu@ShengShi8@Id807035.MFA@26314,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*ZZMA_SQru@ShengShi8@Id807035.MFA@26315,ZZMA_SQru@ShengShi8@Id807035.MFA@26315,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_SQru@ShengShi8@Id807035.MFA@26310,DLv_SQru@ShengShi8@Id807035.MFA@26310,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_SQbu@ShengShi8@Id807035.MFA@26309,DLv_SQbu@ShengShi8@Id807035.MFA@26309,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLv_ZZTA@ShengShi8@Id807035.MFA@26312,DLv_ZZTA@ShengShi8@Id807035.MFA@26312,Trader
ShengShi8*11220006*Id807035.MFA_T0_C*DLl_SQru@ShengShi8@Id807035.MFA@26303,DLl_SQru@ShengShi8@Id807035.MFA@26303,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58702,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58702,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58710,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58710,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58701,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58701,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58705,DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58705,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58704,DLy@ShengShi8@CnCom.Id807035.CalArbAll2N@58704,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58709,ZZMA@ShengShi8@CnCom.Id807035.CalArbAll2N@58709,Trader
ShengShi8*11220006*CnCom.Id807035.CalArbAll2N*DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58703,DLp@ShengShi8@CnCom.Id807035.CalArbAll2N@58703,Trader
ShengShi8*11220006*Id807035.MFA_T0_B,Id807035.MFA_T0_B,Strategy
ShengShi8*11220006*Id807035.MFA_T0_B*SQhc_ZZSM@ShengShi8@Id807035.MFA@26217,SQhc_ZZSM@ShengShi8@Id807035.MFA@26217,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQhc_ZZTC@ShengShi8@Id807035.MFA@26218,SQhc_ZZTC@ShengShi8@Id807035.MFA@26218,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*ZZSF_ZZSM@ShengShi8@Id807035.MFA@26223,ZZSF_ZZSM@ShengShi8@Id807035.MFA@26223,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLi_DLj@ShengShi8@Id807035.MFA@26201,DLi_DLj@ShengShi8@Id807035.MFA@26201,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQrb_ZZSM@ShengShi8@Id807035.MFA@26221,SQrb_ZZSM@ShengShi8@Id807035.MFA@26221,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLi_SQrb@ShengShi8@Id807035.MFA@26204,DLi_SQrb@ShengShi8@Id807035.MFA@26204,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQrb_ZZSF@ShengShi8@Id807035.MFA@26220,SQrb_ZZSF@ShengShi8@Id807035.MFA@26220,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLj_SQrb@ShengShi8@Id807035.MFA@26213,DLj_SQrb@ShengShi8@Id807035.MFA@26213,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLi_ZZSF@ShengShi8@Id807035.MFA@26205,DLi_ZZSF@ShengShi8@Id807035.MFA@26205,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*DLj_DLjm@ShengShi8@Id807035.MFA@26211,DLj_DLjm@ShengShi8@Id807035.MFA@26211,Trader
ShengShi8*11220006*Id807035.MFA_T0_B*SQrb_SQhc@ShengShi8@Id807035.MFA@26219,SQrb_SQhc@ShengShi8@Id807035.MFA@26219,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
ShengShi8*11220006*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@ShengShi8@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
ShengShi8*11220006*Cn.Id807035.All_BN,Cn.Id807035.All_BN,Strategy
ShengShi8*11220006*Cn.Id807035.All_BN*SQhc_ZZTC@ShengShi8@Cn.Id807035.All_BN@59206,SQhc_ZZTC@ShengShi8@Cn.Id807035.All_BN@59206,Trader
ShengShi8*11220006*Cn.Id807035.All_BN*DLi_DLjm@ShengShi8@Cn.Id807035.All_BN@59201,DLi_DLjm@ShengShi8@Cn.Id807035.All_BN@59201,Trader
ShengShi8*11220006*Cn.Id807035.All_BN*DLj_SQhc@ShengShi8@Cn.Id807035.All_BN@59205,DLj_SQhc@ShengShi8@Cn.Id807035.All_BN@59205,Trader
ShengShi8*11220006*Cn.Id807035.All_BN*DLi_SQrb@ShengShi8@Cn.Id807035.All_BN@59202,DLi_SQrb@ShengShi8@Cn.Id807035.All_BN@59202,Trader
ShengShi8*11220006*Cn.Id807035.All_AN,Cn.Id807035.All_AN,Strategy
ShengShi8*11220006*Cn.Id807035.All_AN*DLp_ZZOI@ShengShi8@Cn.Id807035.All_AN@59103,DLp_ZZOI@ShengShi8@Cn.Id807035.All_AN@59103,Trader
ShengShi8*11220006*Cn.Id807035.All_AN*DLm_ZZSR@ShengShi8@Cn.Id807035.All_AN@59101,DLm_ZZSR@ShengShi8@Cn.Id807035.All_AN@59101,Trader
ShengShi8*11220006*Cn.Id807035.All_AN*DLp_DLy@ShengShi8@Cn.Id807035.All_AN@59102,DLp_DLy@ShengShi8@Cn.Id807035.All_AN@59102,Trader
ShengShi8*11220006*Cn.Id807035.All_MN,Cn.Id807035.All_MN,Strategy
ShengShi8*11220006*Cn.Id807035.All_MN*SQau2_SQag@ShengShi8@Cn.Id807035.All_MN@59404,SQau2_SQag@ShengShi8@Cn.Id807035.All_MN@59404,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQzn_SQni@ShengShi8@Cn.Id807035.All_MN@59405,SQzn_SQni@ShengShi8@Cn.Id807035.All_MN@59405,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQal_SQni@ShengShi8@Cn.Id807035.All_MN@59401,SQal_SQni@ShengShi8@Cn.Id807035.All_MN@59401,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQzn_SQsn@ShengShi8@Cn.Id807035.All_MN@59406,SQzn_SQsn@ShengShi8@Cn.Id807035.All_MN@59406,Trader
ShengShi8*11220006*Cn.Id807035.All_MN*SQal_SQzn@ShengShi8@Cn.Id807035.All_MN@59403,SQal_SQzn@ShengShi8@Cn.Id807035.All_MN@59403,Trader
ShengShi8*11220006*Cn.Id807035.All_CN,Cn.Id807035.All_CN,Strategy
ShengShi8*11220006*Cn.Id807035.All_CN*SQbu_SQru@ShengShi8@Cn.Id807035.All_CN@59301,SQbu_SQru@ShengShi8@Cn.Id807035.All_CN@59301,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZTA_ZZMA@ShengShi8@Cn.Id807035.All_CN@59304,ZZTA_ZZMA@ShengShi8@Cn.Id807035.All_CN@59304,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZTA_SQru@ShengShi8@Cn.Id807035.All_CN@59303,ZZTA_SQru@ShengShi8@Cn.Id807035.All_CN@59303,Trader
ShengShi8*11220006*Cn.Id807035.All_CN*ZZMA_SQbu@ShengShi8@Cn.Id807035.All_CN@59302,ZZMA_SQbu@ShengShi8@Cn.Id807035.All_CN@59302,Trader
ShengShi8*11220006*CnCom.Id807035.CnOil_AllN,CnCom.Id807035.CnOil_AllN,Strategy
