ShengShi9*819198*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
ShengShi9*819198*CnCom.Id807035.CalArbAll2N*DLp@ShengShi9@CnCom.Id807035.CalArbAll2N@58703,DLp@ShengShi9@CnCom.Id807035.CalArbAll2N@58703,Trader
ShengShi9*819198*CnCom.Id807035.CalArbAll2N*DLp@ShengShi9@CnCom.Id807035.CalArbAll2N@58702,DLp@ShengShi9@CnCom.Id807035.CalArbAll2N@58702,Trader
ShengShi9*819198*CnCom.Id807035.CalArbAll2N*DLy@ShengShi9@CnCom.Id807035.CalArbAll2N@58705,DLy@ShengShi9@CnCom.Id807035.CalArbAll2N@58705,Trader
ShengShi9*819198*CnCom.Id807035.CalArbAll2N*DLp@ShengShi9@CnCom.Id807035.CalArbAll2N@58701,DLp@ShengShi9@CnCom.Id807035.CalArbAll2N@58701,Trader
ShengShi9*819198*Cn.Id807035.All_AN,Cn.Id807035.All_AN,Strategy
ShengShi9*819198*Cn.Id807035.All_AN*DLp_ZZOI@ShengShi9@Cn.Id807035.All_AN@59103,DLp_ZZOI@ShengShi9@Cn.Id807035.All_AN@59103,Trader
ShengShi9*819198*Cn.Id807035.All_AN*DLp_DLy@ShengShi9@Cn.Id807035.All_AN@59102,DLp_DLy@ShengShi9@Cn.Id807035.All_AN@59102,Trader
ShengShi9*819198*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
ShengShi9*819198*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@ShengShi9@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@ShengShi9@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
ShengShi9*819198*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@ShengShi9@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@ShengShi9@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1,CnCom.Id807012_VsScL1,Strategy
ShengShi9*819198*CnCom.Id807012_VsScL1*SQbu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61514,SQbu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61514,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1*SQbu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61513,SQbu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61513,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1*ZZMA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61523,ZZMA_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61523,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1*SQfu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61517,SQfu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61517,Trader
ShengShi9*819198*CnCom.Id807012_VsScL1*SQfu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61516,SQfu_SQsc@ShengShi9@CnCom.Id807012_VsScL1@61516,Trader
ShengShi9*819198*CnCom.Id807012.CnOilS2L1,CnCom.Id807012.CnOilS2L1,Strategy
ShengShi9*819198*CnCom.Id807012.CnOilS2L1*SQfu_SQsc@ShengShi9@CnCom.Id807012.CnOilS2L1@61222,SQfu_SQsc@ShengShi9@CnCom.Id807012.CnOilS2L1@61222,Trader
KangQianHuiChong6,KangQianHuiChong6,Fund
KangQianHuiChong6*817518,817518,Account
KangQianHuiChong6*817518*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
KangQianHuiChong6*817518*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
KangQianHuiChong6*817518*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
KangQianHuiChong6*817518*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
KangQianHuiChong6*817518*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@KangQianHuiChong6@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
KangQianHuiChong6*817518*CnCom.Id807012.IhIfGlbL1,CnCom.Id807012.IhIfGlbL1,Strategy
KangQianHuiChong6*817518*CnCom.Id807012.IhIfGlbL1*SSE50_SgxCN@KangQianHuiChong6@CnCom.Id807012.IhIfGlbL1@60232,SSE50_SgxCN@KangQianHuiChong6@CnCom.Id807012.IhIfGlbL1@60232,Trader
KangQianHuiChong6*817518*CnCom.Id807012.IhIfGlbL1*CSI300_SgxCN@KangQianHuiChong6@CnCom.Id807012.IhIfGlbL1@60214,CSI300_SgxCN@KangQianHuiChong6@CnCom.Id807012.IhIfGlbL1@60214,Trader
KangQianHuiChong6*817518*CSI.Id807050.CsiCalDM4,CSI.Id807050.CsiCalDM4,Strategy
KangQianHuiChong6*817518*CSI.Id807050.CsiCalDM4*CSI300@KangQianHuiChong6@CSI.Id807050.CsiCalDM4@60902,CSI300@KangQianHuiChong6@CSI.Id807050.CsiCalDM4@60902,Trader
QiuShi1,QiuShi1,Fund
QiuShi1*819068 - 11220005,819068 - 11220005,Account
QiuShi1*819068 - 11220005*CnCom.Id007929.T2N_FuSc,CnCom.Id007929.T2N_FuSc,Strategy
QiuShi1*819068 - 11220005*CnCom.Id007929.T2N_FuSc*SQfu_SQsc@QiuShi1@CnCom.Id007929.T2N_FuSc@28201,SQfu_SQsc@QiuShi1@CnCom.Id007929.T2N_FuSc@28201,Trader
QiuShi1*819068 - 11220005*Cn.Id807015.MFA_CnComV6,Cn.Id807015.MFA_CnComV6,Strategy
QiuShi1*819068 - 11220005*Cn.Id807015.MFA_CnComV6*DLl_DLpp@QiuShi1@Cn.Id807015.MFA_CnComV6@29403,DLl_DLpp@QiuShi1@Cn.Id807015.MFA_CnComV6@29403,Trader
QiuShi1*11220005,11220005,Account
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@QiuShi1@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1,CnCom.Id807012.ComQSL1,Strategy
QiuShi1*11220005*CnCom.Id807012.ComQSL1*SQhc_SQrb@QiuShi1@CnCom.Id807012.ComQSL1@60608,SQhc_SQrb@QiuShi1@CnCom.Id807012.ComQSL1@60608,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLy_ZZOI@QiuShi1@CnCom.Id807012.ComQSL1@60607,DLy_ZZOI@QiuShi1@CnCom.Id807012.ComQSL1@60607,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*SQrb_SQhc@QiuShi1@CnCom.Id807012.ComQSL1@60609,SQrb_SQhc@QiuShi1@CnCom.Id807012.ComQSL1@60609,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLpp_DLl@QiuShi1@CnCom.Id807012.ComQSL1@60606,DLpp_DLl@QiuShi1@CnCom.Id807012.ComQSL1@60606,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLcs_DLc@QiuShi1@CnCom.Id807012.ComQSL1@60601,DLcs_DLc@QiuShi1@CnCom.Id807012.ComQSL1@60601,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLc_DLcs@QiuShi1@CnCom.Id807012.ComQSL1@60602,DLc_DLcs@QiuShi1@CnCom.Id807012.ComQSL1@60602,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*DLl_DLpp@QiuShi1@CnCom.Id807012.ComQSL1@60605,DLl_DLpp@QiuShi1@CnCom.Id807012.ComQSL1@60605,Trader
QiuShi1*11220005*CnCom.Id807012.ComQSL1*ZZOI_DLy@QiuShi1@CnCom.Id807012.ComQSL1@60610,ZZOI_DLy@QiuShi1@CnCom.Id807012.ComQSL1@60610,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N,Cn.Id807012.CnLmeAllL1N,Strategy
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQzn_LmeZS@QiuShi1@Cn.Id807012.CnLmeAllL1N@26815,SQzn_LmeZS@QiuShi1@Cn.Id807012.CnLmeAllL1N@26815,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQsn_LmeCA@QiuShi1@Cn.Id807012.CnLmeAllL1N@26812,SQsn_LmeCA@QiuShi1@Cn.Id807012.CnLmeAllL1N@26812,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQal_LmeAH@QiuShi1@Cn.Id807012.CnLmeAllL1N@26803,SQal_LmeAH@QiuShi1@Cn.Id807012.CnLmeAllL1N@26803,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQni_LmeNI@QiuShi1@Cn.Id807012.CnLmeAllL1N@26806,SQni_LmeNI@QiuShi1@Cn.Id807012.CnLmeAllL1N@26806,Trader
QiuShi1*11220005*Cn.Id807012.CnLmeAllL1N*SQpb_LmePB@QiuShi1@Cn.Id807012.CnLmeAllL1N@26809,SQpb_LmePB@QiuShi1@Cn.Id807012.CnLmeAllL1N@26809,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1,CnCom.Id807045.IhIfIcIdxL1,Strategy
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60501,CSI300_IdxCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60501,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*CSI500_IdxCsi500@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60507,CSI500_IdxCsi500@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60507,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*CSI300_IdxsCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60504,CSI300_IdxsCsi300@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60504,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60511,SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60511,Trader
QiuShi1*11220005*CnCom.Id807045.IhIfIcIdxL1*SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60510,SSE50_IdxSse50@QiuShi1@CnCom.Id807045.IhIfIcIdxL1@60510,Trader
QiuShi1*11220005*Cn.Id807045.VsBrnL1,Cn.Id807045.VsBrnL1,Strategy
QiuShi1*11220005*Cn.Id807045.VsBrnL1*SQfu_BRN@QiuShi1@Cn.Id807045.VsBrnL1@26909,SQfu_BRN@QiuShi1@Cn.Id807045.VsBrnL1@26909,Trader
KangQian2,KangQian2,Fund
KangQian2*8171216,8171216,Account
KangQian2*8171216*Id007969_IntraCom2,Id007969_IntraCom2,Strategy
KangQian2*8171216*Id007969_IntraCom2*ZZSM@KangQian2@Id007969_IntraCom2@60723,ZZSM@KangQian2@Id007969_IntraCom2@60723,Trader
KangQian2*8171216*Id007969_IntraCom2*DLpp@KangQian2@Id007969_IntraCom2@60706,DLpp@KangQian2@Id007969_IntraCom2@60706,Trader
KangQian2*8171216*Id007969_IntraCom2*ZZRM@KangQian2@Id007969_IntraCom2@60722,ZZRM@KangQian2@Id007969_IntraCom2@60722,Trader
KangQian2*8171216*Id007969_IntraCom2*SQru@KangQian2@Id007969_IntraCom2@60716,SQru@KangQian2@Id007969_IntraCom2@60716,Trader
KangQian2*8171216*Id007969_IntraCom2*ZZTA@KangQian2@Id007969_IntraCom2@60725,ZZTA@KangQian2@Id007969_IntraCom2@60725,Trader
KangQian2*8171216*Id007969_IntraCom2*DLm@KangQian2@Id007969_IntraCom2@60705,DLm@KangQian2@Id007969_IntraCom2@60705,Trader
KangQian2*8171216*Id007969_IntraCom2*DLj@KangQian2@Id007969_IntraCom2@60703,DLj@KangQian2@Id007969_IntraCom2@60703,Trader
KangQian2*8171216*Id007969_IntraCom2*DLa@KangQian2@Id007969_IntraCom2@60701,DLa@KangQian2@Id007969_IntraCom2@60701,Trader
KangQian2*8171216*Id007969_IntraCom2*SQhc@KangQian2@Id007969_IntraCom2@60713,SQhc@KangQian2@Id007969_IntraCom2@60713,Trader
KangQian2*8171216*Id007969_IntraCom2*DLl@KangQian2@Id007969_IntraCom2@60704,DLl@KangQian2@Id007969_IntraCom2@60704,Trader
KangQian2*8171216*Id007969_IntraCom2*ZZMA@KangQian2@Id007969_IntraCom2@60720,ZZMA@KangQian2@Id007969_IntraCom2@60720,Trader
KangQian2*8171216*Id007969_IntraCom2*SQal@KangQian2@Id007969_IntraCom2@60710,SQal@KangQian2@Id007969_IntraCom2@60710,Trader
KangQian2*8171216*Id807035.MFA_T0_B,Id807035.MFA_T0_B,Strategy
KangQian2*8171216*Id807035.MFA_T0_B*SQrb_SQhc@KangQian2@Id807035.MFA@26219,SQrb_SQhc@KangQian2@Id807035.MFA@26219,Trader
KangQian2*8171216*Id807035.MFA_T0_B*DLi_SQhc@KangQian2@Id807035.MFA@26203,DLi_SQhc@KangQian2@Id807035.MFA@26203,Trader
KangQian2*8171216*Id807035.MFA_T0_B*DLi_SQrb@KangQian2@Id807035.MFA@26204,DLi_SQrb@KangQian2@Id807035.MFA@26204,Trader
KangQian2*8171216*Id807035.MFA_T0_B*DLi_DLj@KangQian2@Id807035.MFA@26201,DLi_DLj@KangQian2@Id807035.MFA@26201,Trader
KangQian2*8171216*Id807035.MFA_T0_C,Id807035.MFA_T0_C,Strategy
KangQian2*8171216*Id807035.MFA_T0_C*DLl_ZZTA@KangQian2@Id807035.MFA@26304,DLl_ZZTA@KangQian2@Id807035.MFA@26304,Trader
KangQian2*8171216*Id807035.MFA_T0_C*ZZTA_ZZMA@KangQian2@Id807035.MFA@26318,ZZTA_ZZMA@KangQian2@Id807035.MFA@26318,Trader
KangQian2*8171216*Id807035.MFA_T0_C*ZZTA_SQbu@KangQian2@Id807035.MFA@26316,ZZTA_SQbu@KangQian2@Id807035.MFA@26316,Trader
KangQian2*8171216*Id807035.MFA_T0_C*ZZMA_SQbu@KangQian2@Id807035.MFA@26314,ZZMA_SQbu@KangQian2@Id807035.MFA@26314,Trader
KangQian2*8171216*Id807035.MFA_T0_C*SQbu_SQru@KangQian2@Id807035.MFA@26313,SQbu_SQru@KangQian2@Id807035.MFA@26313,Trader
KangQian2*8171216*Id807035.MFA_T0_C*ZZTA_SQru@KangQian2@Id807035.MFA@26317,ZZTA_SQru@KangQian2@Id807035.MFA@26317,Trader
KangQian2*8171216*Id807035.MFA_T0_C*DLv_ZZTA@KangQian2@Id807035.MFA@26312,DLv_ZZTA@KangQian2@Id807035.MFA@26312,Trader
KangQian2*8171216*Id807035.MFA_T0_C*DLl_SQru@KangQian2@Id807035.MFA@26303,DLl_SQru@KangQian2@Id807035.MFA@26303,Trader
KangQian2*8171216*Id807035.MFA_T0_C*DLpp_ZZTA@KangQian2@Id807035.MFA@26307,DLpp_ZZTA@KangQian2@Id807035.MFA@26307,Trader
KangQian2*8171216*Id807035.MFA_T0_C*ZZMA_SQru@KangQian2@Id807035.MFA@26315,ZZMA_SQru@KangQian2@Id807035.MFA@26315,Trader
KangQian2*8171216*Id807035.MFA_T0_C*DLpp_SQru@KangQian2@Id807035.MFA@26306,DLpp_SQru@KangQian2@Id807035.MFA@26306,Trader
KangQian2*8171216*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
KangQian2*8171216*CnCom.Id807035.CalArbAll2N*DLp@KangQian2@CnCom.Id807035.CalArbAll2N@58702,DLp@KangQian2@CnCom.Id807035.CalArbAll2N@58702,Trader
KangQian2*8171216*CnCom.Id807035.CalArbAll2N*DLy@KangQian2@CnCom.Id807035.CalArbAll2N@58705,DLy@KangQian2@CnCom.Id807035.CalArbAll2N@58705,Trader
KangQian2*8171216*CnCom.Id807035.CalArbAll2N*DLp@KangQian2@CnCom.Id807035.CalArbAll2N@58701,DLp@KangQian2@CnCom.Id807035.CalArbAll2N@58701,Trader
KangQian2*8171216*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
KangQian2*8171216*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
KangQian2*8171216*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
KangQian2*8171216*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
KangQian2*8171216*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@KangQian2@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
KangQian2*8171216*CSI.Id007969.S0Intra,CSI.Id007969.S0Intra,Strategy
KangQian2*8171216*CSI.Id007969.S0Intra*CSI300@KangQian2@CSI.Id007969.S0Intra@59801,CSI300@KangQian2@CSI.Id007969.S0Intra@59801,Trader
KangQian2*8171216*CSI.Id007969.S0Intra*CSI500@KangQian2@CSI.Id007969.S0Intra@59802,CSI500@KangQian2@CSI.Id007969.S0Intra@59802,Trader
KangQian2*8171216*CnCom.Id007969.IntraSC,CnCom.Id007969.IntraSC,Strategy
KangQian2*8171216*CnCom.Id007969.IntraSC*SQsc@KangQian2@CnCom.Id007969.IntraSC@26501,SQsc@KangQian2@CnCom.Id007969.IntraSC@26501,Trader
KangQian2*8171216*Cn.Id807035.All_AN,Cn.Id807035.All_AN,Strategy
KangQian2*8171216*Cn.Id807035.All_AN*DLp_DLy@KangQian2@Cn.Id807035.All_AN@59102,DLp_DLy@KangQian2@Cn.Id807035.All_AN@59102,Trader
KangQian2*8171216*Cn.Id807035.All_AN*DLp_ZZOI@KangQian2@Cn.Id807035.All_AN@59103,DLp_ZZOI@KangQian2@Cn.Id807035.All_AN@59103,Trader
KangQian2*8171216*Cn.Id807035.All_BN,Cn.Id807035.All_BN,Strategy
KangQian2*8171216*Cn.Id807035.All_BN*DLj_SQhc@KangQian2@Cn.Id807035.All_BN@59205,DLj_SQhc@KangQian2@Cn.Id807035.All_BN@59205,Trader
KangQian2*8171216*Cn.Id807035.All_BN*DLi_DLjm@KangQian2@Cn.Id807035.All_BN@59201,DLi_DLjm@KangQian2@Cn.Id807035.All_BN@59201,Trader
KangQian2*8171216*ChinaIndexFuturesA1500S.IF300,ChinaIndexFuturesA1500S.IF300,Strategy
KangQian2*8171216*ChinaIndexFuturesA1500S.IF300*CSI300@KangQian2@ChinaIndexFuturesA1500S.IF300@30101,CSI300@KangQian2@ChinaIndexFuturesA1500S.IF300@30101,Trader
HongShang1,HongShang1,Fund
HongShang1*11220003,11220003,Account
HongShang1*11220003*Cn.Id807035.All_BN,Cn.Id807035.All_BN,Strategy
HongShang1*11220003*Cn.Id807035.All_BN*DLi_DLjm@HongShang1@Cn.Id807035.All_BN@59201,DLi_DLjm@HongShang1@Cn.Id807035.All_BN@59201,Trader
HongShang1*11220003*Cn.Id807035.All_BN*DLj_SQhc@HongShang1@Cn.Id807035.All_BN@59205,DLj_SQhc@HongShang1@Cn.Id807035.All_BN@59205,Trader
HongShang1*11220003*Id007969_IntraCom2,Id007969_IntraCom2,Strategy
HongShang1*11220003*Id007969_IntraCom2*ZZRM@HongShang1@Id007969_IntraCom2@60722,ZZRM@HongShang1@Id007969_IntraCom2@60722,Trader
HongShang1*11220003*Id007969_IntraCom2*SQru@HongShang1@Id007969_IntraCom2@60716,SQru@HongShang1@Id007969_IntraCom2@60716,Trader
HongShang1*11220003*Id007969_IntraCom2*DLpp@HongShang1@Id007969_IntraCom2@60706,DLpp@HongShang1@Id007969_IntraCom2@60706,Trader
HongShang1*11220003*Id007969_IntraCom2*ZZSM@HongShang1@Id007969_IntraCom2@60723,ZZSM@HongShang1@Id007969_IntraCom2@60723,Trader
HongShang1*11220003*Id007969_IntraCom2*ZZMA@HongShang1@Id007969_IntraCom2@60720,ZZMA@HongShang1@Id007969_IntraCom2@60720,Trader
HongShang1*11220003*Id007969_IntraCom2*DLm@HongShang1@Id007969_IntraCom2@60705,DLm@HongShang1@Id007969_IntraCom2@60705,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N,CnCom.Id807035.CalArbAll2N,Strategy
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLy@HongShang1@CnCom.Id807035.CalArbAll2N@58705,DLy@HongShang1@CnCom.Id807035.CalArbAll2N@58705,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58702,DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58702,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58703,DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58703,Trader
HongShang1*11220003*CnCom.Id807035.CalArbAll2N*DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58701,DLp@HongShang1@CnCom.Id807035.CalArbAll2N@58701,Trader
HongShang1*11220003*Id807035.MFA_T0_C,Id807035.MFA_T0_C,Strategy
HongShang1*11220003*Id807035.MFA_T0_C*ZZTA_SQru@HongShang1@Id807035.MFA@26317,ZZTA_SQru@HongShang1@Id807035.MFA@26317,Trader
HongShang1*11220003*Id807035.MFA_T0_C*ZZMA_SQru@HongShang1@Id807035.MFA@26315,ZZMA_SQru@HongShang1@Id807035.MFA@26315,Trader
HongShang1*11220003*Id807035.MFA_T0_C*DLv_SQru@HongShang1@Id807035.MFA@26310,DLv_SQru@HongShang1@Id807035.MFA@26310,Trader
HongShang1*11220003*Id807035.MFA_T0_C*ZZTA_ZZMA@HongShang1@Id807035.MFA@26318,ZZTA_ZZMA@HongShang1@Id807035.MFA@26318,Trader
HongShang1*11220003*Id807035.MFA_T0_C*ZZMA_SQbu@HongShang1@Id807035.MFA@26314,ZZMA_SQbu@HongShang1@Id807035.MFA@26314,Trader
HongShang1*11220003*Id807035.MFA_T0_C*DLpp_SQru@HongShang1@Id807035.MFA@26306,DLpp_SQru@HongShang1@Id807035.MFA@26306,Trader
HongShang1*11220003*Cn.Id807035.All_AN,Cn.Id807035.All_AN,Strategy
HongShang1*11220003*Cn.Id807035.All_AN*DLp_DLy@HongShang1@Cn.Id807035.All_AN@59102,DLp_DLy@HongShang1@Cn.Id807035.All_AN@59102,Trader
HongShang1*11220003*Cn.Id807035.All_AN*DLp_ZZOI@HongShang1@Cn.Id807035.All_AN@59103,DLp_ZZOI@HongShang1@Cn.Id807035.All_AN@59103,Trader
HongShang1*11220003*Id807035.MFA_T0_B,Id807035.MFA_T0_B,Strategy
HongShang1*11220003*Id807035.MFA_T0_B*DLj_SQrb@HongShang1@Id807035.MFA@26213,DLj_SQrb@HongShang1@Id807035.MFA@26213,Trader
HongShang1*11220003*Id807035.MFA_T0_B*DLi_SQrb@HongShang1@Id807035.MFA@26204,DLi_SQrb@HongShang1@Id807035.MFA@26204,Trader
HongShang1*11220003*Id807035.MFA_T0_B*SQrb_SQhc@HongShang1@Id807035.MFA@26219,SQrb_SQhc@HongShang1@Id807035.MFA@26219,Trader
HongShang1*11220003*Id807035.MFA_T0_B*DLi_DLj@HongShang1@Id807035.MFA@26201,DLi_DLj@HongShang1@Id807035.MFA@26201,Trader
HongShang1*11220003*CSI.Id007969.S0Intra,CSI.Id007969.S0Intra,Strategy
HongShang1*11220003*CSI.Id007969.S0Intra*SSE50@HongShang1@CSI.Id007969.S0Intra@59803,SSE50@HongShang1@CSI.Id007969.S0Intra@59803,Trader
HongShang1*11220003*CSI.Id007969.S0Intra*CSI300@HongShang1@CSI.Id007969.S0Intra@59801,CSI300@HongShang1@CSI.Id007969.S0Intra@59801,Trader
HongShang1*11220003*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
HongShang1*11220003*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
HongShang1*11220003*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@HongShang1@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
HongShang1*11220003*ChinaIndexFuturesA1500S.IF300,ChinaIndexFuturesA1500S.IF300,Strategy
HongShang1*11220003*ChinaIndexFuturesA1500S.IF300*CSI300@HongShang1@ChinaIndexFuturesA1500S.IF300@30101,CSI300@HongShang1@ChinaIndexFuturesA1500S.IF300@30101,Trader
Prop6,Prop6,Fund
Prop6*00001076,00001076,Account
Prop6*00001076*Cn.Id807045.VsIdxHhi2L1,Cn.Id807045.VsIdxHhi2L1,Strategy
Prop6*00001076*Cn.Id807045.VsIdxHhi2L1*HHI_IdxHhi@Prop6@Cn.Id807045.VsIdxHhi2L1@61709,HHI_IdxHhi@Prop6@Cn.Id807045.VsIdxHhi2L1@61709,Trader
Prop6*00001076*CnCom.Id807045.VsIdxHhiL1,CnCom.Id807045.VsIdxHhiL1,Strategy
Prop6*00001076*CnCom.Id807045.VsIdxHhiL1*HHI_IdxHhi@Prop6@CnCom.Id807045.VsIdxHhiL1@60802,HHI_IdxHhi@Prop6@CnCom.Id807045.VsIdxHhiL1@60802,Trader
Prop6*00001076*CnCom.Id807045.IhIfIcIdxL1R,CnCom.Id807045.IhIfIcIdxL1R,Strategy
Prop6*00001076*CnCom.Id807045.IhIfIcIdxL1R*SgxCN_IdxsSse50@Prop6@CnCom.Id807045.IhIfIcIdxL1R@26608,SgxCN_IdxsSse50@Prop6@CnCom.Id807045.IhIfIcIdxL1R@26608,Trader
Prop6*00001076*Cn.Id807012.VsIdxL1,Cn.Id807012.VsIdxL1,Strategy
